"barcode","vendor","title","price"
"3888722","KeyCorp","U.S. Dollar Clearing - Asia Direct","2851864.70"
"1618211","KeyCorp","Self-Serve Inquiry and Resolution Management","156652.34"
"4997321","SunTrust Bank","Check Disbursements","4307125.82"
"2580082","PNC Financial Services Group","Commercial Cards","944265.93"
"1498073","Wells Fargo","Self-Serve Inquiry and Resolution Management","2648892.47"
"1986169","U.S. Bancorp","Self-Serve Inquiry and Resolution Management","1174917.44"
"2504411","Citigroup","Payments Fraud Prevention","2777142.07"
"3960909","ING Group","Debit Cards","1975526.81"
"1449838","ING Group","Check Disbursements","4442324.90"
"80477","Bank of Montreal","Self-Serve Inquiry and Resolution Management","742681.96"
"3891824","JP Morgan Chase & Co.","Debit Cards","4753487.26"
"3203103","State Street Corp.","Commercial Cards","956986.07"
"634751","Northern Trust","Healthcare Link for Payers","2516407.53"
"526263","KeyCorp","Cross-Currency Payment Services","3844368.33"
"344877","Capital One Financial","Cross-Currency Payment Services","4102767.34"
"1018450","Royal Bank of Scotland","Check Disbursements","1972247.97"
"3145568","U.S. Bancorp","Payments Fraud Prevention","3282062.62"
"1855966","State Street Corp.","Reference Accounts","1967373.14"
"2785738","Citigroup","Cross-Currency Payment Services","4624865.24"
"3247547","Northern Trust","Check Disbursements","3546827.63"
"4884585","Citigroup","Debit Cards","2001032.42"
"2877796","Royal Bank of Scotland","Debit Cards","2362399.21"
"4903503","Fifth Third Bancorp","Reference Accounts","4569126.37"
"2138495","U.S. Bancorp","Commercial Cards","330642.25"
"344552","Toronto-Dominion Bank","Healthcare Link for Payers","2248384.77"
"211267","Bank of Montreal","Debit Cards","4266805.78"
"902294","Bank of Montreal","Cross-Currency Payment Services","1401021.61"
"3961996","SunTrust Bank","Automated Clearing House (ACH)","3078779.38"
"2207876","Bank of Montreal","Self-Serve Inquiry and Resolution Management","446665.14"
"2005429","Regions Financial","Automated Clearing House (ACH)","4560985.84"
"4108148","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","4492343.74"
"22709","State Street Corp.","Order-to-Pay","1899666.06"
"3843309","Northern Trust","Electronic Payables","1708340.99"
"1543195","HSBC Holdings","Reference Accounts","542312.52"
"4923682","Bank of Montreal","Debit Cards","3739155.91"
"620063","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","3230777.24"
"764331","Citigroup","Healthcare Link for Payers","3659437.92"
"1783522","Bank of Montreal","Automated Clearing House (ACH)","2691616.23"
"4716845","Capital One Financial","Debit Cards","2992908.20"
"1291062","State Street Corp.","Healthcare Link for Payers","2715138.43"
"384303","Toronto-Dominion Bank","Check Disbursements","4091694.05"
"1392873","Fifth Third Bancorp","Payments Fraud Prevention","4216652.53"
"4470275","Northern Trust","U.S. Dollar Clearing - Asia Direct","3693486.69"
"680083","SunTrust Bank","Debit Cards","133328.65"
"3914226","HSBC Holdings","Debit Cards","2882780.85"
"4270219","PNC Financial Services Group","Order-to-Pay","4248387.54"
"1657373","Capital One Financial","Cross-Currency Payment Services","4906312.52"
"1707121","Bank of New York Mellon","Healthcare Link for Payers","1815735.21"
"1606804","KeyCorp","Electronic Payables","2174134.16"
"343152","PNC Financial Services Group","Payments Fraud Prevention","1721759.61"
"4403333","Toronto-Dominion Bank","Order-to-Pay","350779.08"
"2563680","Bank of Montreal","Automated Clearing House (ACH)","1404362.57"
"265986","Bank of Montreal","Debit Cards","4763862.38"
"4120742","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","3440533.60"
"2939298","Toronto-Dominion Bank","Healthcare Link for Payers","3725734.31"
"2616418","Royal Bank of Scotland","Check Disbursements","4942058.93"
"2566965","Capital One Financial","Automated Clearing House (ACH)","1701573.33"
"4796209","Regions Financial","Electronic Payables","870845.98"
"1734978","Bank of America ","Electronic Payables","3485671.18"
"2210949","BB&T Corporation","Electronic Payables","4699920.65"
"1971944","Capital One Financial","Self-Serve Inquiry and Resolution Management","1010893.65"
"3328159","U.S. Bancorp","Payments Fraud Prevention","1271786.17"
"4389954","PNC Financial Services Group","Cross-Currency Payment Services","1483009.35"
"2383990","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","2038761.28"
"4451486","PNC Financial Services Group","Electronic Payables","4516979.77"
"4466431","ING Group","Electronic Payables","2733892.56"
"846132","JP Morgan Chase & Co.","Automated Clearing House (ACH)","2457987.50"
"4968464","SunTrust Bank","Cross-Currency Payment Services","2612011.60"
"1353547","Capital One Financial","Electronic Payables","883916.28"
"2777498","HSBC Holdings","Commercial Cards","3110835.82"
"4913968","ING Group","Healthcare Link for Payers","3458992.95"
"4168420","ING Group","Check Disbursements","2205530.12"
"1160958","BB&T Corporation","Check Disbursements","396732.19"
"1209832","Citigroup","Self-Serve Inquiry and Resolution Management","3394342.13"
"2784811","Northern Trust","Order-to-Pay","136381.29"
"1297496","HSBC Holdings","Electronic Payables","246779.12"
"1377172","State Street Corp.","Commercial Cards","3658126.94"
"3488430","KeyCorp","Payments Fraud Prevention","1786962.77"
"2454607","Bank of America ","Payments Fraud Prevention","1123196.69"
"392442","Capital One Financial","Reference Accounts","4725342.26"
"4344190","BB&T Corporation","Debit Cards","507929.81"
"4903944","U.S. Bancorp","Commercial Cards","2445280.72"
"1477215","Fifth Third Bancorp","Order-to-Pay","904629.42"
"2821657","Bank of Montreal","Payments Fraud Prevention","34926.07"
"2973081","JP Morgan Chase & Co.","Debit Cards","580293.51"
"3671029","State Street Corp.","Reference Accounts","4729407.82"
"632053","Bank of New York Mellon","Order-to-Pay","4777741.07"
"4192958","KeyCorp","U.S. Dollar Clearing - Asia Direct","1764964.54"
"365316","Northern Trust","Self-Serve Inquiry and Resolution Management","1339905.74"
"3247835","HSBC Holdings","Healthcare Link for Payers","1991504.02"
"2840313","JP Morgan Chase & Co.","Commercial Cards","476123.51"
"4274981","Citigroup","Reference Accounts","3255248.09"
"2233277","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","4186788.65"
"2622544","JP Morgan Chase & Co.","Healthcare Link for Payers","1035741.08"
"2978308","SunTrust Bank","Payments Fraud Prevention","2122478.18"
"1358813","HSBC Holdings","Self-Serve Inquiry and Resolution Management","1921458.21"
"982841","Wells Fargo","Healthcare Link for Payers","4759180.91"
"3096237","Bank of America ","Commercial Cards","4862802.47"
"1013531","KeyCorp","Electronic Payables","2169513.92"
"2274886","ING Group","Healthcare Link for Payers","2859246.40"
"3011478","Wells Fargo","Commercial Cards","4856560.38"
"4640981","Royal Bank of Scotland","Debit Cards","1804425.36"
"559878","Wells Fargo","Payments Fraud Prevention","3354700.41"
"3856309","Bank of America ","Commercial Cards","3100826.58"
"1661224","Regions Financial","Commercial Cards","987814.49"
"4051114","JP Morgan Chase & Co.","Check Disbursements","838301.24"
"453549","State Street Corp.","Check Disbursements","733669.17"
"3748545","Toronto-Dominion Bank","Debit Cards","2898509.81"
"3674711","KeyCorp","Check Disbursements","1942522.77"
"2993194","SunTrust Bank","Cross-Currency Payment Services","417404.43"
"4279356","Bank of America ","U.S. Dollar Clearing - Asia Direct","1725516.23"
"775286","PNC Financial Services Group","Automated Clearing House (ACH)","4209430.96"
"808002","Northern Trust","Electronic Payables","317894.63"
"4880704","Toronto-Dominion Bank","Healthcare Link for Payers","1651217.14"
"3566491","Bank of America ","Check Disbursements","3181799.39"
"1081859","JP Morgan Chase & Co.","Order-to-Pay","4653112.90"
"2063408","State Street Corp.","Debit Cards","1573245.54"
"4046500","Northern Trust","Electronic Payables","2871804.17"
"4308932","Northern Trust","Payments Fraud Prevention","292082.00"
"3630004","Royal Bank of Scotland","Reference Accounts","4048581.18"
"4875014","SunTrust Bank","Cross-Currency Payment Services","3693023.31"
"3307966","U.S. Bancorp","Automated Clearing House (ACH)","3344725.97"
"2283645","Bank of America ","Check Disbursements","4113856.14"
"1392865","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","3756733.24"
"4265023","Northern Trust","U.S. Dollar Clearing - Asia Direct","2520161.10"
"1750776","Bank of Montreal","Commercial Cards","3192001.36"
"3639471","Royal Bank of Scotland","Reference Accounts","4071103.83"
"2283320","Regions Financial","Cross-Currency Payment Services","503293.83"
"1075702","BB&T Corporation","Self-Serve Inquiry and Resolution Management","3747400.27"
"3663226","SunTrust Bank","Order-to-Pay","1757494.91"
"4726976","Northern Trust","Electronic Payables","849479.97"
"169927","BB&T Corporation","Automated Clearing House (ACH)","610872.22"
"31267","Northern Trust","Commercial Cards","3426654.33"
"2838985","Toronto-Dominion Bank","Order-to-Pay","888109.85"
"245871","Bank of Montreal","Debit Cards","4817904.35"
"3302813","Wells Fargo","Automated Clearing House (ACH)","4164815.32"
"1735799","U.S. Bancorp","Cross-Currency Payment Services","2455533.00"
"1463844","BB&T Corporation","Cross-Currency Payment Services","2836718.19"
"334778","JP Morgan Chase & Co.","Self-Serve Inquiry and Resolution Management","2750644.54"
"4642429","Wells Fargo","Reference Accounts","2191396.21"
"3766059","Toronto-Dominion Bank","Cross-Currency Payment Services","1854139.45"
"788497","Fifth Third Bancorp","Self-Serve Inquiry and Resolution Management","3602118.51"
"4364388","Wells Fargo","Automated Clearing House (ACH)","1724607.13"
"1883498","SunTrust Bank","Self-Serve Inquiry and Resolution Management","533872.35"
"2426962","SunTrust Bank","Self-Serve Inquiry and Resolution Management","258629.63"
"3527703","Northern Trust","Order-to-Pay","653993.03"
"1931931","KeyCorp","Automated Clearing House (ACH)","2548668.91"
"3126695","Wells Fargo","Automated Clearing House (ACH)","1309748.76"
"2248766","ING Group","Cross-Currency Payment Services","2079557.23"
"4107048","Citigroup","Debit Cards","314794.40"
"199547","PNC Financial Services Group","Debit Cards","409082.86"
"2508426","Royal Bank of Scotland","Order-to-Pay","3384571.23"
"1038942","Bank of America ","Automated Clearing House (ACH)","1309434.23"
"2063126","HSBC Holdings","Electronic Payables","2332940.01"
"2593941","U.S. Bancorp","Electronic Payables","3807204.53"
"1052275","Wells Fargo","Commercial Cards","2180957.36"
"4771602","Royal Bank of Scotland","Payments Fraud Prevention","618736.16"
"4707340","Capital One Financial","Cross-Currency Payment Services","3004494.36"
"678338","Citigroup","Healthcare Link for Payers","4452763.46"
"4060786","BB&T Corporation","Payments Fraud Prevention","4720488.48"
"667","SunTrust Bank","Electronic Payables","1596619.84"
"2572886","KeyCorp","Check Disbursements","2984173.29"
"4563782","Royal Bank of Scotland","Commercial Cards","3508410.00"
"56427","Citigroup","Cross-Currency Payment Services","3374102.68"
"610758","BB&T Corporation","Healthcare Link for Payers","3648007.76"
"4927540","Bank of America ","Electronic Payables","4769668.37"
"4438018","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","2064677.60"
"708572","HSBC Holdings","Check Disbursements","1783313.22"
"1251889","Royal Bank of Scotland","Reference Accounts","1650999.97"
"3081105","Fifth Third Bancorp","Self-Serve Inquiry and Resolution Management","3811199.79"
"3945726","KeyCorp","Cross-Currency Payment Services","3690426.04"
"2909863","Capital One Financial","Healthcare Link for Payers","3681013.16"
"3449930","U.S. Bancorp","Electronic Payables","1758981.69"
"1509542","Bank of Montreal","Reference Accounts","256543.87"
"2825664","Fifth Third Bancorp","Debit Cards","1468081.73"
"1668884","JP Morgan Chase & Co.","Electronic Payables","4048956.36"
"2989233","ING Group","Automated Clearing House (ACH)","2015159.24"
"4929701","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","4374266.18"
"4160628","Northern Trust","Cross-Currency Payment Services","2743711.80"
"4925277","U.S. Bancorp","Automated Clearing House (ACH)","4992809.64"
"2844505","U.S. Bancorp","Electronic Payables","786534.29"
"1111263","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","2011092.13"
"3567087","Bank of America ","Payments Fraud Prevention","1038715.37"
"1579193","U.S. Bancorp","Automated Clearing House (ACH)","3056168.91"
"559754","Capital One Financial","Check Disbursements","3459291.72"
"3593422","Northern Trust","Electronic Payables","4825956.24"
"2053122","Citigroup","Healthcare Link for Payers","3299186.58"
"3612400","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","3027012.49"
"2868738","BB&T Corporation","Order-to-Pay","1549701.77"
"2337760","PNC Financial Services Group","Healthcare Link for Payers","3422221.51"
"3819456","ING Group","Healthcare Link for Payers","4060888.93"
"4101296","U.S. Bancorp","Electronic Payables","1581982.78"
"886167","BB&T Corporation","Automated Clearing House (ACH)","135306.69"
"4415323","Bank of New York Mellon","Debit Cards","1051605.91"
"3942955","U.S. Bancorp","Order-to-Pay","1567477.60"
"566297","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","1179892.83"
"2719478","State Street Corp.","Payments Fraud Prevention","4469580.55"
"1000984","Regions Financial","Check Disbursements","207958.30"
"2082674","HSBC Holdings","Commercial Cards","1291828.85"
"2064134","SunTrust Bank","Cross-Currency Payment Services","1838522.58"
"1795784","JP Morgan Chase & Co.","Commercial Cards","240185.71"
"3043373","State Street Corp.","U.S. Dollar Clearing - Asia Direct","714155.17"
"1599611","U.S. Bancorp","Cross-Currency Payment Services","103336.63"
"879692","KeyCorp","Order-to-Pay","3136550.61"
"1441136","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","3409338.29"
"1808927","Royal Bank of Scotland","Check Disbursements","2221465.24"
"518681","Northern Trust","Check Disbursements","3563261.66"
"3330469","Bank of Montreal","Electronic Payables","2019100.31"
"207210","Bank of America ","Payments Fraud Prevention","706288.14"
"1774526","KeyCorp","Healthcare Link for Payers","3600170.92"
"333868","Bank of New York Mellon","Commercial Cards","2765686.39"
"872811","Bank of New York Mellon","Healthcare Link for Payers","923995.73"
"2839395","Capital One Financial","Self-Serve Inquiry and Resolution Management","4694017.87"
"1981948","BB&T Corporation","Cross-Currency Payment Services","4234101.70"
"1927633","Wells Fargo","Reference Accounts","231067.72"
"2820868","Royal Bank of Scotland","Electronic Payables","916541.84"
"2961006","Bank of Montreal","Debit Cards","123629.78"
"646510","Bank of Montreal","Reference Accounts","2527097.84"
"1661460","BB&T Corporation","Automated Clearing House (ACH)","2163328.93"
"3659637","JP Morgan Chase & Co.","Cross-Currency Payment Services","1991560.82"
"582666","PNC Financial Services Group","Payments Fraud Prevention","2051611.54"
"4870609","State Street Corp.","Healthcare Link for Payers","279202.21"
"1785471","Bank of America ","Electronic Payables","1758528.83"
"4645191","JP Morgan Chase & Co.","Healthcare Link for Payers","4966390.56"
"2314369","ING Group","Debit Cards","3708444.26"
"2841728","BB&T Corporation","Electronic Payables","2765941.00"
"3165723","PNC Financial Services Group","Cross-Currency Payment Services","4214657.18"
"3133239","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","1502071.87"
"2734756","KeyCorp","Automated Clearing House (ACH)","882668.32"
"2525058","U.S. Bancorp","Order-to-Pay","708946.79"
"135599","ING Group","Self-Serve Inquiry and Resolution Management","1004823.31"
"248416","Bank of New York Mellon","Automated Clearing House (ACH)","3596554.54"
"732333","HSBC Holdings","Order-to-Pay","2223026.26"
"885957","KeyCorp","Order-to-Pay","2136960.23"
"561665","Bank of America ","Commercial Cards","2254182.30"
"120127","JP Morgan Chase & Co.","Order-to-Pay","2314160.70"
"916418","Toronto-Dominion Bank","Order-to-Pay","2645549.65"
"592481","ING Group","Debit Cards","2502179.94"
"3608456","JP Morgan Chase & Co.","Healthcare Link for Payers","4738771.51"
"2716915","ING Group","Healthcare Link for Payers","4052766.27"
"1933960","Capital One Financial","Self-Serve Inquiry and Resolution Management","4700819.80"
"383726","Citigroup","Commercial Cards","4327702.08"
"1015198","SunTrust Bank","Cross-Currency Payment Services","1861815.26"
"1381879","HSBC Holdings","Order-to-Pay","353739.68"
"503502","PNC Financial Services Group","Electronic Payables","50852.05"
"1889684","JP Morgan Chase & Co.","Self-Serve Inquiry and Resolution Management","876084.65"
"4661038","Citigroup","Check Disbursements","2439730.75"
"3520846","Capital One Financial","Automated Clearing House (ACH)","2695835.21"
"3412264","Bank of America ","Commercial Cards","2759980.35"
"381663","Regions Financial","Debit Cards","699416.34"
"4999114","Toronto-Dominion Bank","Payments Fraud Prevention","1028546.40"
"614785","Toronto-Dominion Bank","Reference Accounts","1046015.62"
"4039923","Bank of America ","Cross-Currency Payment Services","364631.20"
"1353331","Capital One Financial","Payments Fraud Prevention","4388391.48"
"1139581","SunTrust Bank","Self-Serve Inquiry and Resolution Management","2019475.60"
"3326387","SunTrust Bank","Reference Accounts","4639838.91"
"1186338","Bank of New York Mellon","Reference Accounts","4181688.10"
"1364755","State Street Corp.","Debit Cards","2483058.37"
"406983","ING Group","Commercial Cards","2295369.43"
"3661460","BB&T Corporation","Self-Serve Inquiry and Resolution Management","448450.22"
"3190420","Citigroup","Self-Serve Inquiry and Resolution Management","4977521.03"
"4700406","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","245221.13"
"1156787","Fifth Third Bancorp","Payments Fraud Prevention","1764788.12"
"1847835","SunTrust Bank","Check Disbursements","2536500.62"
"633519","Bank of Montreal","Check Disbursements","1663076.03"
"1121604","Bank of New York Mellon","Order-to-Pay","4721687.46"
"2888150","KeyCorp","Healthcare Link for Payers","2576332.27"
"3731923","Capital One Financial","Self-Serve Inquiry and Resolution Management","976714.29"
"3126226","Citigroup","Commercial Cards","3492752.44"
"4098857","Regions Financial","Commercial Cards","4269589.08"
"281814","Wells Fargo","Healthcare Link for Payers","2724327.03"
"4015744","Royal Bank of Scotland","Payments Fraud Prevention","656235.36"
"193236","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","1149121.36"
"2052561","Toronto-Dominion Bank","Order-to-Pay","3039720.41"
"1415157","Citigroup","Self-Serve Inquiry and Resolution Management","2704823.26"
"2361090","KeyCorp","Electronic Payables","4391738.67"
"2743996","Toronto-Dominion Bank","Payments Fraud Prevention","4547164.54"
"1807056","Northern Trust","Payments Fraud Prevention","4006583.00"
"2175638","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","760295.48"
"4283947","Citigroup","Self-Serve Inquiry and Resolution Management","4529284.49"
"3546497","Regions Financial","Debit Cards","691480.93"
"1872423","Wells Fargo","Reference Accounts","203811.98"
"1895640","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","4212344.99"
"1499525","ING Group","Reference Accounts","4243.02"
"1575189","JP Morgan Chase & Co.","Debit Cards","3963212.77"
"3232137","Fifth Third Bancorp","Debit Cards","1980406.60"
"2049390","PNC Financial Services Group","Reference Accounts","2133985.43"
"1936393","BB&T Corporation","Reference Accounts","3921735.60"
"687254","Fifth Third Bancorp","Self-Serve Inquiry and Resolution Management","3936593.83"
"3052552","Fifth Third Bancorp","Commercial Cards","4555306.71"
"4916312","SunTrust Bank","Payments Fraud Prevention","3857717.71"
"4861727","Capital One Financial","Commercial Cards","108698.76"
"4766994","Fifth Third Bancorp","Debit Cards","1859393.20"
"4442940","Capital One Financial","Commercial Cards","220079.02"
"2278875","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","2181848.53"
"2798120","Toronto-Dominion Bank","Cross-Currency Payment Services","1718698.97"
"1633662","Bank of Montreal","Payments Fraud Prevention","1731122.68"
"1458512","KeyCorp","Electronic Payables","3240139.15"
"2763328","ING Group","Debit Cards","1979575.71"
"1933694","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","236507.02"
"433789","Toronto-Dominion Bank","Debit Cards","292316.27"
"4940875","Citigroup","Payments Fraud Prevention","2843446.54"
"184339","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","1514394.73"
"2690433","Wells Fargo","Self-Serve Inquiry and Resolution Management","1557011.70"
"265785","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","2870649.74"
"3572320","Bank of New York Mellon","Electronic Payables","2594816.28"
"1152114","Fifth Third Bancorp","Order-to-Pay","1479621.24"
"3803592","Wells Fargo","Commercial Cards","2421178.89"
"2824898","U.S. Bancorp","Check Disbursements","3223257.59"
"2710672","State Street Corp.","Cross-Currency Payment Services","79851.98"
"2025592","KeyCorp","Automated Clearing House (ACH)","3319230.08"
"1325803","Fifth Third Bancorp","Cross-Currency Payment Services","4244031.88"
"1363250","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4274858.67"
"4700829","ING Group","Automated Clearing House (ACH)","2499245.74"
"1943433","PNC Financial Services Group","Payments Fraud Prevention","4368149.87"
"3861020","Royal Bank of Scotland","Healthcare Link for Payers","3997026.93"
"802317","Wells Fargo","Cross-Currency Payment Services","415514.83"
"3048069","BB&T Corporation","Order-to-Pay","4576623.98"
"4127857","Bank of New York Mellon","Debit Cards","574982.25"
"2239729","Wells Fargo","Automated Clearing House (ACH)","2913373.63"
"1309952","Fifth Third Bancorp","Cross-Currency Payment Services","1354858.26"
"165249","KeyCorp","Healthcare Link for Payers","2809897.48"
"413363","KeyCorp","Payments Fraud Prevention","457090.48"
"348039","Royal Bank of Scotland","Debit Cards","4069699.34"
"4473862","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","2847159.12"
"4429946","JP Morgan Chase & Co.","Payments Fraud Prevention","2862850.19"
"2004884","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","2856627.85"
"1586378","Wells Fargo","Reference Accounts","2474141.85"
"4911261","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","4445295.31"
"3493799","Royal Bank of Scotland","Cross-Currency Payment Services","638529.49"
"342266","PNC Financial Services Group","Healthcare Link for Payers","1902241.27"
"3176317","Citigroup","Electronic Payables","2371489.65"
"3795903","Bank of America ","Self-Serve Inquiry and Resolution Management","3269638.23"
"1998411","Citigroup","Cross-Currency Payment Services","3163407.42"
"3105343","Wells Fargo","Debit Cards","1784044.30"
"1548761","ING Group","Order-to-Pay","4922624.09"
"4240328","BB&T Corporation","Cross-Currency Payment Services","2403367.27"
"2868292","Wells Fargo","Self-Serve Inquiry and Resolution Management","3391019.72"
"2376311","PNC Financial Services Group","Electronic Payables","786053.54"
"2899949","Wells Fargo","Cross-Currency Payment Services","1916121.24"
"3310346","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","2626546.34"
"3100064","Regions Financial","Electronic Payables","406972.56"
"621824","Capital One Financial","Electronic Payables","1284940.92"
"4510327","Citigroup","Debit Cards","2767672.65"
"1770748","Capital One Financial","Cross-Currency Payment Services","489638.14"
"1770065","Bank of Montreal","Cross-Currency Payment Services","3850833.74"
"2499191","U.S. Bancorp","Automated Clearing House (ACH)","4191129.58"
"2205255","Bank of America ","Automated Clearing House (ACH)","2170174.88"
"4186549","Capital One Financial","Electronic Payables","4472874.64"
"42066","ING Group","Self-Serve Inquiry and Resolution Management","3385479.58"
"4895004","Bank of New York Mellon","Commercial Cards","1781759.44"
"1234362","JP Morgan Chase & Co.","Electronic Payables","1549078.39"
"2240705","U.S. Bancorp","Payments Fraud Prevention","1587035.87"
"4852726","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","1749904.61"
"3262021","BB&T Corporation","Commercial Cards","1883505.79"
"3614824","Fifth Third Bancorp","Commercial Cards","2495201.52"
"1685925","KeyCorp","Check Disbursements","2100822.78"
"821682","SunTrust Bank","Self-Serve Inquiry and Resolution Management","2392272.77"
"2218304","Fifth Third Bancorp","Check Disbursements","452508.36"
"4119892","State Street Corp.","Order-to-Pay","1965032.45"
"4775515","Bank of Montreal","Cross-Currency Payment Services","311047.99"
"4320525","Bank of New York Mellon","Payments Fraud Prevention","4584130.19"
"1532703","Bank of New York Mellon","Electronic Payables","2795327.31"
"1956322","Toronto-Dominion Bank","Automated Clearing House (ACH)","3773337.19"
"914603","BB&T Corporation","Self-Serve Inquiry and Resolution Management","4447584.82"
"4032860","Royal Bank of Scotland","Healthcare Link for Payers","667458.61"
"2059136","SunTrust Bank","Reference Accounts","812793.83"
"3938952","KeyCorp","Order-to-Pay","110718.80"
"2295998","PNC Financial Services Group","Healthcare Link for Payers","1739237.34"
"3239348","SunTrust Bank","Commercial Cards","3864644.00"
"4267454","Regions Financial","Reference Accounts","4031696.31"
"4662318","Bank of Montreal","Automated Clearing House (ACH)","3520661.26"
"1555303","Wells Fargo","Check Disbursements","2608489.08"
"1283799","Bank of Montreal","Reference Accounts","3090277.40"
"2339727","Northern Trust","Automated Clearing House (ACH)","1795448.44"
"2148264","KeyCorp","U.S. Dollar Clearing - Asia Direct","1232562.28"
"635271","HSBC Holdings","Check Disbursements","1653075.94"
"3310667","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","1328400.76"
"2779945","HSBC Holdings","Self-Serve Inquiry and Resolution Management","1054046.16"
"1759752","SunTrust Bank","Self-Serve Inquiry and Resolution Management","3579188.75"
"2300793","ING Group","Order-to-Pay","3265653.46"
"4611278","SunTrust Bank","Reference Accounts","4655410.84"
"3009087","Regions Financial","Debit Cards","850327.35"
"1082113","KeyCorp","Order-to-Pay","1754104.68"
"1044181","BB&T Corporation","Self-Serve Inquiry and Resolution Management","484623.61"
"4665216","Bank of America ","Healthcare Link for Payers","4397883.56"
"4423271","State Street Corp.","Automated Clearing House (ACH)","394616.25"
"4051040","Capital One Financial","Debit Cards","3339793.74"
"4152466","State Street Corp.","Payments Fraud Prevention","3702659.01"
"3525936","Bank of America ","Automated Clearing House (ACH)","4882099.01"
"2662805","Capital One Financial","Cross-Currency Payment Services","4421161.18"
"3281995","Bank of America ","Automated Clearing House (ACH)","2966752.25"
"3464614","Capital One Financial","Cross-Currency Payment Services","3124959.18"
"1799078","Regions Financial","Automated Clearing House (ACH)","258170.37"
"1354498","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","167875.72"
"1869503","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","4163860.87"
"654366","Regions Financial","Debit Cards","2466680.62"
"4678065","Capital One Financial","Healthcare Link for Payers","790715.40"
"2977589","Citigroup","Cross-Currency Payment Services","1368630.59"
"102271","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","3079635.03"
"3519374","Bank of New York Mellon","Debit Cards","1064339.97"
"3751373","ING Group","Commercial Cards","2237847.45"
"1462497","State Street Corp.","Cross-Currency Payment Services","3330128.55"
"2510660","State Street Corp.","Commercial Cards","3048762.90"
"2992837","Royal Bank of Scotland","Check Disbursements","2733812.54"
"1982601","Bank of Montreal","Electronic Payables","2311713.05"
"2742454","HSBC Holdings","Check Disbursements","2930186.41"
"3041796","ING Group","Check Disbursements","1063001.67"
"4137639","Capital One Financial","Commercial Cards","4956899.49"
"4078905","Northern Trust","Electronic Payables","2298156.47"
"3221812","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4783877.17"
"447846","Fifth Third Bancorp","Payments Fraud Prevention","4532064.47"
"2765865","Bank of Montreal","Electronic Payables","4283983.25"
"241828","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","1970664.09"
"1674535","Bank of New York Mellon","Order-to-Pay","2137117.61"
"3160054","Capital One Financial","Self-Serve Inquiry and Resolution Management","2530229.62"
"2865566","Bank of Montreal","Check Disbursements","70152.26"
"3716531","Royal Bank of Scotland","Reference Accounts","1857074.99"
"2518255","ING Group","Electronic Payables","1813650.03"
"932750","Toronto-Dominion Bank","Payments Fraud Prevention","3044251.62"
"184953","BB&T Corporation","Healthcare Link for Payers","3742386.27"
"1584101","Royal Bank of Scotland","Order-to-Pay","3741113.23"
"120687","Northern Trust","Reference Accounts","781783.27"
"1728747","KeyCorp","Order-to-Pay","625240.46"
"3738961","Royal Bank of Scotland","Reference Accounts","1009078.38"
"685616","BB&T Corporation","Commercial Cards","4321295.68"
"1710243","U.S. Bancorp","Cross-Currency Payment Services","1876970.77"
"3099577","Capital One Financial","Reference Accounts","3688434.61"
"1762537","Citigroup","Debit Cards","1688737.02"
"50837","Toronto-Dominion Bank","Payments Fraud Prevention","1699279.49"
"4048333","BB&T Corporation","Cross-Currency Payment Services","2772766.59"
"2709582","Bank of New York Mellon","Reference Accounts","2077691.95"
"4049985","Citigroup","Electronic Payables","939461.93"
